,Wavelength (nm),Mean Curve,Std,Correction Value,Mean Corrected,Std Corrected,Transmittance,Std Transmittance,Absorbance,Std Absorbance
2475,790.304,35.757862,16.081742458234928,2.5462199718687324,91.04738237572602,40.947653829607134,0.9916344421667288,0.6307077379573293,0.003648397411290256,0.27622365525147397
2476,790.477,43.08319100000001,16.634518117629046,2.2148936376914525,91.87892,36.84368834479977,1.0,0.5566669337938149,0.0,0.2417573776046566
2477,790.649,28.90058,17.27487528839499,3.2360689508213136,88.53629,55.90268755008542,1.0,0.8694624910603079,0.0,0.3776027620893471
2478,790.822,39.46358000000001,16.123677800787263,2.366502670933505,83.44543999999999,38.15672658083432,1.0,0.61320643667091,0.0,0.266312171713732
2479,790.994,51.99324,20.92360138739027,2.4385035222294684,105.89699,51.02227568087657,1.0,0.627766371284568,0.0,0.27263547097331586
2480,791.167,51.662969999999994,14.573683201308446,2.076761052816328,107.29164396881836,30.266057668560965,0.888096020248663,0.3542948807288115,0.05154007610234399,0.17325639137985452
2481,791.339,60.78972,12.149299915040372,2.217805382764837,134.81976823276727,26.94478274840091,0.9466762928365599,0.26757011748851,0.023798498576274668,0.12274969430076019
2482,791.512,79.31403,14.123244913549437,1.8364483550101067,145.65611992272227,25.93660988889272,0.7890128946468131,0.1986934596577687,0.1029158991629543,0.10936636613304282
2483,791.684,97.11850999999999,16.949533957159414,2.2163952433892744,215.25300360905365,37.56686644031311,0.9212566733320935,0.22737954610070757,0.03561935321071331,0.1071901946848706
2484,791.856,101.28063,15.81995026831943,2.0023126921388537,202.79549091681915,31.676487211261456,0.8651507602097703,0.19111092359245144,0.06290820626683813,0.09593520963619251
2485,792.029,97.0988,12.143179279908537,2.1239519609050985,206.233186661532,25.7915294431839,0.8649759429490095,0.15298102657588683,0.06299597113609272,0.07681001560724209
2486,792.201,96.74941,18.06928788372414,2.18347912831361,211.25031741165606,39.45391295760166,0.9316864995925108,0.2460806766231403,0.030730197518425796,0.11470755453383777
2487,792.374,88.42003,21.00079138566211,1.8859198488618085,166.75308961395658,39.60580931602626,0.8476887355512116,0.28473208796221444,0.07176358789430641,0.14587615646723487
2488,792.546,84.227,17.265761159647727,2.136152597755781,179.92172485117618,36.88230055341236,0.9494580186067935,0.27524862693051516,0.022524233339272427,0.1259023121451725
2489,792.719,87.38277000000001,11.12217953829644,2.1080300809244865,167.54680000000002,23.44588903217171,1.0,0.18916309299701212,0.0,0.082152487468354
2490,792.891,83.89675,21.238579031999762,2.210584212933876,185.03830000000002,46.94966751328712,1.0,0.3584191190333319,0.0,0.1556594456048008
2491,793.064,83.90683999999999,12.959413259341645,2.6654647945779573,197.292,34.54285980116193,1.0,0.23347280065984596,0.0,0.10139594900106898
2492,793.236,96.4367,17.01326188577605,2.523014312455059,208.35359999999997,42.92470323935912,1.0,0.27123289667378747,0.0,0.11779495033606074
2493,793.409,99.8904,16.115263717234047,2.478869028586792,212.42450000000002,39.94762811615994,1.0,0.24777433590550388,0.0,0.10760702684100308
2494,793.581,90.37467000000001,14.347254235710052,2.226411751018545,201.21122728242318,31.942895425235452,0.9235312325352326,0.20734265471880442,0.03454841274312795,0.09750376341940625
2495,793.754,113.63674999999998,11.8760255499262,2.179606782333285,247.68343102231188,25.885065835782527,0.9909513370028533,0.14646020733306678,0.003947672043528209,0.06418767247999982
2496,793.926,119.52663,15.720494255337526,2.2632056620829273,270.51334578569106,35.57871160942202,0.9854644634117139,0.18329789900527904,0.0063590320871904065,0.08077943856732885
2497,794.099,115.00737,21.56928036398294,2.4815212745412665,279.6067,53.52462809976886,1.0,0.26798999812411156,0.0,0.11638657739056445
2498,794.271,109.89904999999999,13.34199842769066,2.112692083578665,232.18285292781584,28.18753445730105,0.8381895102612366,0.14390774440109463,0.07665777855844717,0.07456349492737062
2499,794.444,122.67559999999999,11.525458396089935,2.3218034571472104,284.8286321876083,26.75984914924795,0.9684148702958003,0.1286697520247784,0.01393855045931429,0.05770312394640575
2500,794.616,117.12116,18.46323815018373,2.110873680393102,247.2279740611094,38.97356346605266,0.9335078329554015,0.20811600024958787,0.029882033585244848,0.09682150198785731
2501,794.789,124.12556,17.73957000556665,2.318133005763377,287.73955749486237,41.122682737954065,0.9589576476768799,0.19381897505013454,0.018200573002842484,0.08777708958923701
2502,794.961,132.3132,19.0000725619667,2.1805811936045822,288.5196755856418,41.43120090574702,0.9290306816354645,0.1886675202636009,0.03196994300856931,0.08819650909764308
2503,795.134,118.39224999999999,27.528498840483476,2.488959874831901,294.6735597410671,68.51732902831988,0.9501264898561336,0.3124321227976327,0.02221857345881987,0.14280998198553183
2504,795.306,145.89190000000002,19.732327852790206,2.1540871791195806,314.263871327396,42.50515444187958,0.9421419129190391,0.1802098249521204,0.025883675385821935,0.08307042865651841
2505,795.479,127.7938,11.842627620591642,2.1482536643449843,274.5334991305701,25.44096818140912,0.8645844820529127,0.11330803903115103,0.06319256364306867,0.05691642300780453
2506,795.651,118.10769,14.9568914118175,2.283671915733446,269.719214685152,34.1566328638424,0.944477684269113,0.16914916726269624,0.024808298952605525,0.07777902134084493
2507,795.824,105.69296999999999,14.40696918668531,2.1777647151267514,230.17442070295024,31.374989146681617,0.7985651315869003,0.15394013624488975,0.09768965668864002,0.0837193474522687
2508,795.996,108.11772,14.188232039531915,2.217627685293748,239.7648491428376,31.464216176237755,0.931893218230774,0.17294680879230756,0.03063384879407143,0.08059919661597512
2509,796.169,105.82993000000003,22.101842092551923,2.1644460284547273,229.06317168014186,47.83824433875753,0.971363170469806,0.286890781651086,0.012618366958263152,0.12826828025579362
2510,796.341,89.31048999999999,10.632765955427589,2.4683942174893,220.45349707713592,26.24585800029455,0.9575954075987688,0.16122813665677424,0.01881794537033394,0.0731211631989352
2511,796.514,84.60489999999999,15.949682293136751,2.1983562014385845,185.99170658709127,35.06308298009236,0.8829385247390055,0.23539757498694458,0.05406953345079932,0.11578594092998315
2512,796.686,109.71545,12.208279085706554,2.472712742132897,239.54150000000004,30.18756725474115,1.0,0.1681163824689874,0.0,0.07301201722381781
2513,796.859,112.20016000000001,10.251615752865495,2.386942774236245,248.9741,24.470020145548755,1.0,0.13419358803481474,0.0,0.05827953479031827
2514,797.031,119.81475999999998,16.420075926694125,2.091885704117189,245.45530000000002,34.348922091570245,1.0,0.19586876271474904,0.0,0.08506472282423289
2515,797.204,100.34553,18.85887633614739,2.6881354215491844,245.2301,50.695213489813504,1.0,0.2793858807424713,0.0,0.12133574632813525
2516,797.376,128.8826,14.175285480017674,2.0936014744541507,259.19719999999995,29.677398581773517,1.0,0.1587657874032018,0.0,0.06895110538423534
2517,797.549,143.5252,12.451310660328096,2.393589567003394,287.4309,29.80332729207947,1.0,0.13519432816803534,0.0,0.0587141507079951
2518,797.721,146.27590000000004,10.356351591656203,2.391579410936016,303.0277,24.768037239019414,1.0,0.10813558297460095,0.0,0.046962686983260414
2519,797.894,164.97979999999998,16.569840281668377,2.312658384886432,305.7191,38.32038006362933,1.0,0.16061970225282166,0.0,0.06975625037334374
