Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u)
845.441,9046.47,9132.3,8891.57,9216.0,9154.42
845.611,11165.5,11348.0,11236.6,11182.0,11136.7
845.781,12792.3,12899.2,12729.5,12777.5,12820.5
845.951,13336.1,13502.8,13821.8,13446.5,13345.3
846.122,12622.8,12906.7,12730.1,12840.7,12650.2
846.292,11554.2,11484.9,11493.3,11454.1,11521.0
846.462,9599.49,9439.76,9614.86,9652.92,9500.79
846.632,6808.83,6923.59,6805.86,6929.53,6995.68
846.803,4552.64,4575.24,4485.68,4536.57,4504.76
846.973,2555.66,2450.1,2515.79,2691.06,2541.7
847.143,1268.42,1288.07,1301.28,1283.35,1242.88
847.313,758.51,809.336,735.123,745.313,736.757
847.483,638.882,575.967,533.809,548.865,608.368
847.654,520.395,476.634,526.199,496.337,498.49
847.824,452.878,555.027,476.1,415.454,450.568
847.994,371.118,463.112,490.086,372.501,379.525
848.164,378.408,387.437,411.367,429.319,409.115
848.334,424.606,363.336,444.079,405.474,440.839
848.505,306.057,389.317,390.924,405.065,364.257
848.675,399.203,403.402,449.248,338.683,443.044
848.845,398.127,291.046,329.116,332.549,358.353
849.015,365.384,323.986,352.412,382.645,383.839
849.186,287.739,337.967,307.647,346.126,423.316
849.356,353.163,373.548,318.797,323.321,350.747
849.526,307.485,360.229,279.107,348.283,272.742
849.696,335.866,283.351,255.658,269.335,278.676
849.866,306.223,321.67,293.935,269.041,303.786
850.037,284.176,288.452,397.893,325.22,361.003
850.207,325.527,164.204,239.071,245.662,292.611
850.377,336.828,325.846,245.163,218.192,303.865
850.547,236.085,261.729,238.017,285.315,281.461
850.717,217.396,303.45,260.215,200.414,301.816
850.888,263.982,196.134,352.257,357.832,253.418
851.058,309.71,302.79,281.096,250.028,350.031
851.228,287.808,166.565,225.448,233.09,207.794
851.398,180.505,238.829,244.637,249.214,230.058
851.568,321.214,253.869,330.316,222.336,276.796
851.739,206.427,278.624,228.945,277.795,198.81
851.909,306.098,179.93,244.877,236.064,241.468
852.079,277.804,184.491,331.696,289.617,252.45
852.249,211.951,217.329,304.573,202.958,292.808
852.419,209.639,262.856,264.642,275.553,301.785
852.589,213.079,231.021,273.617,214.51,258.672
852.76,320.714,226.695,251.521,278.195,306.68
852.93,264.844,401.358,226.952,282.01,320.004
853.1,376.104,375.215,355.028,313.649,365.2
853.27,314.199,348.047,309.852,332.484,301.126
853.44,316.474,339.775,314.235,404.198,393.91
853.611,441.515,373.46,354.285,377.886,374.971
853.781,388.938,321.665,402.497,446.206,451.708
853.951,293.909,378.248,442.158,386.9,420.81
854.121,407.508,425.716,520.077,340.896,437.901
854.291,376.308,422.209,399.581,450.134,387.572
854.462,440.673,412.049,414.97,364.379,383.788
854.632,371.384,468.663,375.506,388.844,352.787
854.802,456.097,400.332,440.899,373.731,445.973
854.972,433.502,493.007,467.904,505.159,360.682
855.142,478.245,463.133,459.617,456.895,445.201
855.313,472.216,458.239,496.957,416.286,440.357
855.483,435.178,450.488,489.366,493.164,478.198
855.653,503.034,533.713,495.213,408.329,405.307
855.823,476.981,491.284,483.374,451.087,469.947
855.993,444.012,428.802,405.611,421.443,427.161
856.163,448.372,443.003,509.291,536.01,478.45
856.334,499.973,558.976,421.245,493.796,468.956
856.504,403.553,482.691,469.266,453.337,470.068
856.674,431.336,422.656,488.087,397.769,474.655
856.844,428.963,476.773,409.894,467.089,407.378
857.014,460.485,478.302,458.078,392.009,385.612
857.184,493.163,386.543,452.55,468.825,467.974
857.355,429.269,369.641,441.449,355.342,432.152
857.525,395.479,407.952,399.803,505.704,401.776
857.695,445.718,471.97,387.289,409.544,434.939
857.865,462.463,422.606,433.779,399.042,428.933
858.035,489.951,499.093,442.86,394.269,391.122
858.206,351.809,456.484,466.632,416.585,398.465
858.376,500.93,456.443,448.244,525.238,453.656
858.546,319.976,457.066,488.842,398.015,512.543
858.716,434.651,520.168,429.876,424.742,500.278
858.886,502.416,383.356,395.611,391.639,441.814
859.056,416.385,365.244,312.743,361.045,359.052
859.227,356.913,448.782,352.168,279.019,363.217
859.397,296.583,376.926,400.464,347.851,384.333
859.567,401.893,403.043,435.491,438.303,526.456
859.737,435.831,319.828,328.615,441.822,349.725
859.907,314.774,408.708,362.094,343.42,307.487
860.077,365.293,280.294,417.225,312.375,355.725
860.248,371.763,300.162,312.448,332.336,375.807
860.418,416.423,385.648,407.09,362.064,394.261
860.588,386.506,381.893,382.836,286.857,320.477
860.758,286.13,369.221,427.891,339.58,428.756
860.928,294.32,385.275,412.708,371.825,300.715
861.098,442.31,376.546,379.803,366.537,347.219
861.268,314.22,311.881,378.731,364.278,340.291
861.439,413.352,405.282,356.761,426.356,334.614
861.609,365.944,444.43,299.907,382.456,371.2
861.779,434.54,451.875,390.321,427.942,444.439
861.949,355.91,337.337,331.344,396.817,387.838
862.119,342.488,482.813,384.016,369.515,416.206
862.289,404.354,352.872,391.255,369.629,413.177
862.46,388.697,473.984,338.192,317.734,375.311
862.63,487.295,464.958,401.442,431.346,362.453
862.8,413.198,360.112,447.119,385.26,517.528
862.97,350.383,342.012,380.939,427.747,496.783
863.14,387.058,401.208,383.246,415.85,378.217
863.31,386.921,405.9,402.152,333.635,441.189
863.481,441.093,351.633,340.735,400.914,410.756
863.651,432.58,379.706,391.532,413.723,402.042
863.821,495.662,391.156,358.589,421.593,479.508
863.991,470.0,438.665,464.926,394.656,355.329
864.161,489.03,500.936,477.952,496.569,458.451
864.331,468.55,578.784,567.823,490.471,494.382
864.501,569.497,469.658,517.558,561.419,504.055
864.672,498.884,598.577,570.757,490.8,660.652
864.842,473.553,570.894,549.075,556.897,558.415
865.012,531.22,417.848,444.194,555.65,565.606
865.182,585.939,542.484,562.79,607.945,546.852
865.352,549.055,611.812,552.406,532.458,593.232
865.522,471.206,534.154,519.442,584.336,459.726
865.692,580.72,551.288,549.917,550.53,387.288
865.863,550.176,518.316,414.45,602.971,549.608
866.033,477.995,601.681,546.362,501.615,471.291
866.203,505.163,458.441,575.964,413.56,469.044
866.373,441.487,451.191,436.259,407.297,528.423
866.543,524.17,528.949,448.549,473.866,409.99
866.713,514.427,500.69,470.927,455.502,533.596
866.883,418.039,401.717,341.958,408.42,459.687
867.054,507.817,496.459,405.607,397.534,476.162
867.224,398.268,461.358,433.935,341.53,500.636
867.394,447.132,340.514,290.865,386.8,425.506
867.564,402.434,420.828,399.657,412.653,472.377
867.734,550.598,458.779,514.377,492.707,450.932
867.904,420.163,483.581,533.333,491.562,440.773
868.074,516.741,378.756,382.389,455.676,509.882
868.244,482.911,416.317,456.285,414.319,413.408
868.415,439.664,391.619,472.077,538.183,446.618
868.585,411.743,377.374,443.043,474.043,379.511
868.755,363.428,458.666,419.099,414.651,450.643
868.925,481.396,590.904,500.199,408.97,419.532
869.095,501.544,507.705,493.528,535.118,430.557
869.265,483.024,494.258,485.237,562.278,484.96
869.435,535.029,446.413,474.489,493.069,629.193
869.606,544.965,528.133,437.368,485.259,568.611
869.776,564.862,638.758,546.629,533.217,421.097
869.946,570.453,473.804,500.698,509.061,464.432
870.116,604.085,565.231,611.459,594.095,609.897
870.286,536.602,452.823,651.918,462.37,455.019
870.456,553.385,465.62,464.235,430.138,404.758
870.626,560.031,437.223,444.868,454.552,396.862
870.796,407.729,397.078,273.684,339.239,420.078
870.967,394.283,460.066,331.768,360.915,359.984
871.137,450.164,509.737,349.628,315.161,357.16
871.307,376.384,353.91,289.856,317.935,424.051
871.477,366.92,284.073,472.698,293.832,417.387
871.647,395.59,432.154,467.628,424.849,516.069
871.817,421.085,403.522,403.456,434.643,417.778
871.987,595.725,345.153,531.446,339.112,549.81
872.157,527.758,453.663,500.543,470.383,502.955
872.327,529.496,470.185,534.461,470.812,550.275
872.498,519.323,532.4,646.416,538.397,565.627
872.668,521.098,614.646,637.393,636.735,586.155
872.838,606.863,554.22,571.6,624.584,498.912
873.008,604.431,606.771,567.869,639.547,552.864
873.178,448.238,546.03,731.5,576.238,587.384
873.348,629.265,610.163,628.87,628.212,587.056
873.518,678.84,590.779,608.272,571.178,622.846
873.688,640.823,593.438,583.978,564.503,632.091
873.859,609.206,504.235,581.625,613.562,627.545
874.029,739.116,583.994,617.89,637.587,610.835
874.199,577.769,551.435,494.038,605.363,582.547
874.369,620.135,610.167,578.658,573.882,518.175
874.539,595.219,556.595,674.015,523.113,498.932
874.709,540.844,556.897,613.05,597.305,494.934
874.879,510.682,612.208,446.892,504.069,560.952
875.049,566.508,534.395,578.486,530.938,509.29
875.219,618.051,522.55,525.282,492.909,529.151
875.389,601.337,525.245,527.971,575.465,581.377
875.56,523.065,511.624,606.773,544.029,573.404
875.73,504.495,377.607,493.07,434.652,411.686
875.9,446.615,534.962,620.938,473.239,540.228
876.07,574.579,540.942,486.936,536.092,511.588
876.24,669.889,597.361,530.781,514.849,450.087
876.41,602.529,530.969,473.778,533.066,523.721
876.58,547.29,669.253,612.216,511.4,517.379
876.75,646.279,475.699,559.366,557.29,532.604
876.92,481.251,552.731,473.739,561.918,514.384
877.091,579.828,487.682,551.158,564.576,490.242
877.261,455.591,418.199,408.269,453.011,486.099
877.431,515.893,553.697,431.789,516.154,500.991
877.601,427.542,462.678,337.306,481.944,431.084
877.771,381.189,390.647,515.521,361.585,376.205
877.941,460.617,358.395,351.25,485.23,323.769
878.111,403.806,394.729,401.899,301.059,421.667
878.281,447.622,480.097,468.647,371.896,405.308
878.451,366.586,469.146,426.224,432.684,322.909
878.621,420.249,306.169,414.015,292.554,349.062
878.791,484.866,356.113,357.579,415.955,368.848
878.962,372.355,435.191,353.154,248.797,390.327
879.132,451.389,355.516,359.878,402.519,389.96
879.302,429.663,371.142,446.567,408.165,392.664
879.472,395.96,393.985,365.033,390.414,377.818
879.642,380.246,487.761,492.182,406.778,334.218
879.812,457.147,294.158,412.738,384.222,444.676
879.982,367.529,520.602,434.324,426.298,570.133
880.152,461.396,430.084,433.058,517.303,482.603
880.322,428.232,452.876,359.441,441.827,282.017
880.492,558.083,471.373,547.163,417.257,484.543
880.662,567.054,443.427,516.127,519.855,404.687
880.833,502.035,459.786,622.017,530.541,590.52
881.003,654.349,485.849,621.132,562.459,585.215
881.173,603.075,648.572,556.46,585.473,581.48
881.343,619.311,636.472,581.843,591.472,559.42
881.513,734.525,675.979,514.056,525.224,602.968
881.683,579.858,542.037,516.786,542.868,649.062
881.853,687.162,550.377,556.433,527.275,642.975
882.023,550.813,641.868,586.338,581.102,697.295
882.193,581.269,675.323,642.338,583.005,539.902
882.363,559.059,473.78,546.417,536.616,648.953
882.533,479.638,441.09,536.703,614.818,481.865
882.703,582.438,615.278,606.234,628.332,596.851
882.873,573.803,700.121,579.356,517.422,681.609
883.044,663.525,662.859,656.829,648.431,576.934
883.214,612.838,677.107,663.296,684.204,641.396
883.384,593.705,555.628,481.008,621.947,628.679
883.554,525.115,744.825,743.387,604.493,623.621
883.724,662.043,662.891,652.104,715.226,676.784
883.894,675.747,696.735,611.663,561.356,744.611
884.064,604.43,650.422,743.94,694.933,642.51
884.234,682.552,670.87,530.094,815.837,725.543
884.404,876.244,748.979,799.094,621.801,878.526
884.574,687.5,680.529,635.323,784.622,691.347
884.744,740.848,689.562,654.952,491.52,702.088
884.914,837.656,633.716,633.857,756.907,617.741
885.084,690.661,549.95,709.123,662.24,624.595
885.254,699.978,670.453,708.932,703.374,660.778
885.425,626.201,617.351,804.275,705.29,707.432
885.595,652.097,578.972,612.884,634.615,606.214
885.765,609.417,675.006,584.475,505.956,707.327
885.935,590.718,685.192,701.505,621.598,504.243
886.105,659.794,763.414,688.513,562.056,748.664
886.275,682.21,604.84,640.841,542.35,528.236
886.445,600.004,703.151,635.091,691.171,590.99
886.615,556.522,724.12,667.063,705.527,558.892
886.785,674.261,647.276,516.725,564.965,534.463
886.955,613.126,636.902,650.223,545.991,567.887
887.125,626.987,527.322,466.582,668.341,604.671
887.295,465.389,535.511,458.109,505.196,634.523
887.465,546.811,519.605,511.561,522.299,720.435
887.635,494.029,536.179,547.958,444.568,584.128
887.805,477.237,544.509,456.601,455.805,576.063
887.975,538.936,596.489,546.593,540.784,534.668
888.146,517.957,570.713,560.863,425.889,563.984
888.316,554.439,578.683,674.492,604.928,513.254
888.486,489.705,522.469,455.309,624.637,461.814
888.656,516.785,480.304,487.299,594.808,453.219
888.826,530.992,638.876,599.995,398.515,492.628
888.996,373.387,476.065,382.86,448.303,547.415
889.166,662.973,438.332,491.501,482.149,503.223
889.336,688.504,571.299,667.262,572.432,549.087
889.506,538.266,574.908,554.632,605.103,539.017
889.676,486.941,593.906,587.294,613.89,641.891
889.846,513.144,602.869,779.368,699.835,667.908
890.016,725.626,668.033,608.231,718.926,568.543
890.186,671.4,747.71,768.566,820.993,799.254
890.356,809.05,739.171,749.753,655.932,775.358
890.526,658.483,759.752,728.807,729.714,709.511
890.696,776.906,756.935,776.163,763.265,734.532
890.866,747.504,617.622,691.023,603.126,664.676
891.036,689.704,732.254,659.313,851.958,824.673
891.206,676.118,792.796,650.745,843.194,604.835
891.376,710.266,737.386,769.364,731.546,677.568
891.547,856.469,844.739,800.652,744.78,709.899
891.717,837.11,759.629,898.504,972.281,1015.54
891.887,983.825,927.186,875.54,901.56,830.536
892.057,896.128,979.219,1018.94,1087.95,787.615
892.227,972.22,944.129,1016.36,941.787,1084.47
892.397,1006.96,980.707,1076.17,981.957,1068.77
892.567,1117.97,925.646,1066.65,982.824,974.441
892.737,973.178,1043.95,832.177,1039.81,941.594
892.907,975.684,806.261,1043.63,878.102,925.788
893.077,1152.85,1025.79,1107.06,811.156,925.133
893.247,1000.91,916.801,1072.25,936.102,999.873
893.417,1037.75,973.061,1087.76,994.309,1009.48
893.587,920.101,1097.29,1041.2,967.545,826.24
893.757,910.105,1017.16,964.299,1055.16,956.744
893.927,923.212,1008.57,1018.12,965.687,1043.69
894.097,819.511,960.941,870.522,752.938,831.405
894.267,900.08,965.609,802.815,926.152,798.893
894.437,923.675,1022.76,881.945,1001.81,885.446
894.607,740.657,965.317,869.677,897.028,988.075
894.777,760.734,834.689,825.662,877.424,1165.8
894.947,914.811,913.519,1035.49,854.121,942.196
